timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,duration,packets,tcp_flags,http_status
2025-03-18T01:08:51.264549,73.179.17.182,105.200.251.110,59808,443,TCP,82397,7366,61.58107611114293,24,SYN,200
2025-03-18T05:19:29.264549,75.28.203.123,168.108.91.40,41271,3389,TCP,64694,26970,1.9756947825778126,30,ACK,200
2025-03-18T11:10:12.264549,46.79.218.28,220.190.165.114,55106,443,UDP,93170,40324,11.89895164133892,28,RST,200
2025-03-18T06:36:38.264549,217.255.223.107,58.117.45.37,15626,80,TCP,12651,49165,29.99420967336501,67,ACK,200
2025-03-18T16:19:23.264549,45.135.24.56,222.102.201.113,17911,22,TCP,80558,27583,70.68979662603141,11,SYN,200
2025-03-18T14:16:14.264549,35.151.101.195,9.206.28.103,27503,3389,TCP,94126,15844,32.98862342449359,96,ACK,200
2025-03-18T08:24:39.264549,78.54.143.183,115.215.138.228,21096,53,TCP,11568,5778,6.056737594969428,27,SYN,200
2025-03-18T23:41:20.264549,35.241.218.156,67.223.236.20,23451,3389,TCP,94061,16354,63.948754638734556,5,ACK,200
2025-03-18T08:24:46.264549,204.97.138.135,144.198.17.16,34206,443,TCP,41474,38024,73.42908639527909,61,FIN,200
2025-03-18T18:28:51.264549,220.167.130.59,60.119.187.95,16537,53,TCP,11312,8178,75.43949404621033,54,FIN,200
2025-03-18T03:58:50.264549,184.41.17.64,60.167.161.206,8939,22,UDP,74272,24576,2.7512402880242033,51,ACK,200
2025-03-18T07:33:29.264549,120.127.208.220,79.134.0.198,45726,443,TCP,17424,8554,64.01049635878151,72,ACK,200
2025-03-18T18:45:24.264549,81.230.178.142,222.36.14.185,52892,53,TCP,61081,20160,22.44294008533973,61,PSH,200
2025-03-18T14:36:14.264549,30.145.240.25,164.20.117.190,39909,3389,TCP,32325,23646,0.5615897017626228,20,PSH,200
2025-03-18T11:02:41.264549,167.49.128.116,32.0.76.148,42558,443,ICMP,17171,47216,41.099285897079604,28,PSH,200
2025-03-18T14:48:12.264549,66.44.200.86,180.72.97.158,26591,80,UDP,55507,8476,102.83216331922141,69,PSH,200
2025-03-19T00:08:27.264549,84.137.10.58,215.87.246.182,62212,443,TCP,60570,48838,26.499245772222444,60,SYN,200
2025-03-18T02:31:59.264549,121.71.148.53,62.62.32.2,50715,80,TCP,18475,40646,45.354432966520676,3,ACK,200
2025-03-18T18:37:35.264549,136.8.165.42,30.129.214.122,15921,3389,UDP,54050,3657,41.23248370408975,74,SYN,200
2025-03-18T00:49:57.264549,183.87.8.171,161.149.245.52,22544,53,UDP,89295,26453,14.3404521314091,37,SYN,200
2025-03-18T11:13:59.264549,97.235.169.117,25.148.60.153,43856,3389,UDP,14608,40905,7.445265451623896,6,PSH,200
2025-03-18T20:42:15.264549,95.110.206.58,43.234.34.223,8239,53,UDP,25887,9245,14.007609325837475,25,ACK,200
2025-03-18T21:37:46.264549,167.10.193.80,30.102.41.229,61239,443,TCP,78234,22728,20.373064906339852,71,ACK,200
2025-03-18T03:46:29.264549,179.147.19.82,29.175.235.133,64343,443,TCP,53366,23303,26.441410152338094,17,RST,200
2025-03-18T09:55:52.264549,164.154.106.109,45.137.24.101,58925,80,TCP,82036,5734,30.70221570397994,29,FIN,200
2025-03-18T15:15:24.264549,178.192.157.203,163.132.195.151,38323,80,TCP,64216,47921,14.395186357462629,94,SYN,200
2025-03-18T02:58:49.264549,189.52.35.86,61.183.88.190,5721,443,UDP,93896,45685,3.541567373418367,1,ACK,404
2025-03-18T14:34:56.264549,134.151.201.108,49.124.88.114,36097,443,UDP,76445,31807,29.546863695093005,71,ACK,200
2025-03-18T22:47:17.264549,118.244.148.233,26.30.2.138,26098,80,TCP,43634,21194,240.0283915811568,29,PSH,200
2025-03-18T22:48:58.264549,150.129.178.119,4.167.252.78,29542,53,TCP,37377,42293,56.506365707054606,71,ACK,200
2025-03-18T11:19:40.264549,139.38.67.31,185.149.224.219,64073,3389,TCP,49450,10277,120.29890590454683,68,FIN,200
2025-03-18T00:36:45.264549,101.146.75.17,154.9.7.7,53514,22,TCP,67798,27289,50.52967637241516,50,PSH,200
2025-03-18T19:26:11.264549,200.24.252.63,153.185.64.55,44019,3389,TCP,66853,8406,17.761314294718545,49,RST,200
2025-03-18T22:43:12.264549,32.36.130.59,159.39.184.74,7866,443,ICMP,58602,37058,16.014113642064135,48,ACK,404
2025-03-18T07:07:15.264549,56.45.118.221,164.0.25.88,1201,80,TCP,29857,26341,133.59660624098225,70,FIN,200
2025-03-18T03:16:55.264549,78.150.6.159,206.253.228.16,45654,3389,TCP,29716,29447,52.848602252999754,15,ACK,200
2025-03-18T18:59:37.264549,146.100.7.139,79.189.61.221,21633,53,TCP,87163,18562,54.971189171778406,90,FIN,200
2025-03-18T23:03:02.264549,151.84.182.46,102.38.97.17,62428,22,UDP,60537,38256,25.384176470681457,28,PSH,200
2025-03-18T23:16:08.264549,203.192.151.234,119.193.249.232,57636,53,UDP,87642,17450,27.490890581217663,38,ACK,200
2025-03-18T05:01:00.264549,14.127.61.235,176.113.67.217,3616,80,TCP,49599,31733,21.493691673447284,14,SYN,200
2025-03-18T06:04:58.264549,137.242.116.95,42.97.141.112,19951,22,UDP,99200,43595,184.90246398510192,96,RST,200
2025-03-19T00:19:49.264549,168.92.154.226,74.81.248.235,53724,443,TCP,15171,32059,34.4236111788043,92,PSH,200
2025-03-18T14:43:08.264549,35.210.198.45,156.35.75.14,63293,22,TCP,72706,9656,10.24504989215499,41,RST,200
2025-03-18T06:04:22.264549,102.89.24.201,16.179.94.57,6272,443,TCP,75144,45705,89.57259642358586,35,FIN,200
2025-03-18T07:36:32.264549,9.112.121.146,196.154.70.133,64634,443,TCP,97302,24751,143.08793410361153,87,RST,200
2025-03-18T06:59:32.264549,95.209.153.120,109.251.13.26,35733,80,TCP,45239,27006,60.96897308033772,49,RST,200
2025-03-18T13:01:14.264549,123.33.148.8,171.144.149.22,15852,443,TCP,41237,19235,20.76850706067633,67,FIN,200
2025-03-18T02:13:38.264549,78.25.159.40,16.117.251.78,38490,3389,ICMP,48548,37558,233.85442535541455,83,PSH,200
2025-03-18T10:30:51.264549,122.136.138.159,73.197.51.57,28073,22,TCP,79678,15613,67.7396680862799,92,PSH,200
2025-03-18T12:42:14.264549,123.209.255.221,11.11.16.160,13871,3389,TCP,66383,41592,12.577520236236248,95,PSH,200
2025-03-18T07:35:16.264549,204.155.190.250,178.125.164.21,48984,3389,TCP,71777,26934,51.48511402073557,84,PSH,200
2025-03-18T05:14:34.264549,143.250.131.11,126.214.131.30,51767,3389,UDP,32490,48669,120.59837809469636,73,SYN,200
2025-03-18T14:46:39.264549,199.135.190.6,188.79.197.33,15779,22,UDP,73479,25412,35.54322429086426,49,PSH,404
2025-03-18T10:04:09.264549,115.238.167.147,189.200.105.31,60033,80,TCP,34244,28181,6.971859994367615,33,RST,200
2025-03-18T12:01:08.264549,179.19.135.166,74.198.47.196,3653,80,TCP,82558,38040,42.22577736528805,14,RST,200
2025-03-18T04:03:34.264549,206.249.112.150,143.138.229.182,64213,80,TCP,69310,21661,19.985661943465782,31,ACK,200
2025-03-18T04:30:14.264549,181.74.103.124,49.18.252.222,34464,80,UDP,60030,27113,2.9067672540526694,97,ACK,200
2025-03-18T21:45:02.264549,213.85.33.209,126.18.212.101,64741,22,TCP,81168,9835,29.366489948964006,3,RST,200
2025-03-18T17:58:10.264549,101.56.59.39,6.191.116.109,34745,53,TCP,51973,5397,8.120997346617333,17,RST,200
2025-03-18T15:20:17.264549,40.18.40.83,202.212.120.132,59576,3389,TCP,37404,10533,45.89847059062546,7,ACK,200
2025-03-18T18:46:32.264549,192.71.48.148,178.13.41.38,57023,22,UDP,97587,40986,62.22536983258746,1,RST,200
2025-03-18T18:05:34.264549,88.97.245.16,6.0.136.212,43490,3389,UDP,50026,48105,20.30613446888499,24,SYN,500
2025-03-18T13:56:29.264549,83.212.167.254,214.249.1.244,48455,22,UDP,43125,33671,13.702113563196006,2,SYN,200
2025-03-18T14:23:44.264549,93.118.111.155,169.72.32.208,49725,53,TCP,29689,29342,13.01302176503647,1,RST,200
2025-03-18T02:06:27.264549,1.205.10.178,158.76.26.71,20306,22,TCP,29395,9180,83.54097005900424,97,FIN,301
2025-03-18T08:11:46.264549,214.65.206.3,184.3.47.75,1180,3389,TCP,64244,20990,45.86716981999198,49,ACK,200
2025-03-18T21:49:27.264549,22.134.45.235,79.210.33.100,41333,53,TCP,35864,48666,9.196806707927287,47,ACK,301
2025-03-18T19:34:44.264549,9.248.140.85,207.71.125.174,46344,22,UDP,76810,20804,13.200320049303917,77,PSH,200
2025-03-18T19:26:41.264549,94.150.149.36,2.131.30.38,4981,53,TCP,64945,6528,177.46617658080274,39,ACK,200
2025-03-18T11:48:57.264549,87.222.22.31,43.168.71.7,7174,443,UDP,50151,16408,43.58764901264752,67,FIN,200
2025-03-18T23:35:58.264549,90.201.106.98,24.89.154.209,34448,22,UDP,30106,47387,55.1347517940019,22,RST,200
2025-03-18T22:21:00.264549,2.160.66.158,13.244.222.149,52477,53,TCP,1980,7651,41.211362584971546,45,ACK,200
2025-03-18T18:15:41.264549,218.248.31.209,4.7.189.127,31987,22,TCP,44210,41607,29.769548691068092,82,FIN,200
2025-03-18T14:41:29.264549,142.181.200.73,8.68.82.122,8388,22,TCP,39807,26838,13.360591494514566,29,PSH,301
2025-03-18T12:11:46.264549,213.249.227.39,158.46.10.37,38100,443,TCP,39509,4795,49.898691827931216,12,PSH,200
2025-03-18T15:52:59.264549,222.216.245.129,115.5.182.129,9517,443,TCP,39917,18763,139.40122162891402,86,PSH,200
2025-03-18T05:22:54.264549,82.240.100.156,160.175.76.137,64558,80,TCP,46889,40078,143.54997527246817,50,FIN,200
2025-03-18T02:13:23.264549,111.134.170.36,216.193.141.114,5325,443,ICMP,83639,16959,57.81167486791394,9,ACK,200
2025-03-18T01:37:52.264549,190.187.94.29,27.146.215.238,29323,22,TCP,29908,38643,162.51856821122686,86,PSH,200
2025-03-18T22:05:41.264549,36.132.209.90,169.246.21.228,62341,22,UDP,51651,23119,63.936875975614676,20,FIN,200
2025-03-18T04:09:02.264549,32.8.251.111,76.157.154.218,21167,53,TCP,7475,30450,7.358434884015421,96,FIN,200
2025-03-18T18:26:40.264549,128.253.69.59,22.9.47.186,64912,80,TCP,79602,10875,33.65426860604648,38,ACK,301
2025-03-18T19:49:27.264549,219.84.237.145,116.240.238.129,29716,3389,UDP,91292,48605,23.7096011337337,69,ACK,200
2025-03-18T08:47:31.264549,53.221.117.205,213.102.126.118,6270,53,TCP,20602,33996,3.1503978608814656,2,PSH,404
2025-03-18T22:52:35.264549,161.245.14.174,66.40.168.175,7309,53,TCP,63601,46583,78.48888451337879,94,ACK,404
2025-03-18T04:25:18.264549,141.45.48.242,157.30.75.23,55979,80,TCP,5103,2692,118.06394499552614,2,PSH,200
2025-03-18T19:46:31.264549,139.36.146.55,28.62.148.154,41045,3389,UDP,52311,17457,4.8612851521545775,61,SYN,200
2025-03-18T08:13:49.264549,217.60.166.220,18.138.153.21,21507,80,TCP,66684,42214,20.499686925559665,29,PSH,200
2025-03-18T07:48:22.264549,159.161.132.158,51.67.134.239,46940,53,TCP,27215,38783,59.37612173155851,92,SYN,200
2025-03-18T06:45:56.264549,189.11.233.64,20.203.181.58,17740,53,TCP,21832,36907,7.182844324308429,55,RST,200
2025-03-18T17:28:01.264549,223.130.120.174,193.175.8.11,27694,53,UDP,3804,24862,37.13865371778129,47,PSH,200
2025-03-18T16:52:34.264549,185.21.152.219,118.17.138.181,61164,443,TCP,97678,45773,0.8371133327774656,69,RST,200
2025-03-18T17:34:55.264549,45.110.252.7,39.106.22.86,14539,80,ICMP,20568,28516,0.6600254284942284,62,ACK,500
2025-03-18T09:01:57.264549,12.54.52.23,195.250.1.34,31566,53,UDP,5872,5960,266.96449775217894,2,SYN,200
2025-03-18T13:18:07.264549,109.255.104.233,43.14.33.37,14765,443,UDP,23333,17554,143.42429378070415,36,PSH,200
2025-03-18T06:39:21.264549,38.90.25.93,34.217.246.33,34065,443,TCP,76950,11549,18.177718549032576,88,SYN,200
2025-03-18T06:28:21.264549,187.45.43.220,145.126.36.91,10223,53,TCP,446,3020,18.082695140296135,2,SYN,404
2025-03-18T03:45:49.264549,128.46.6.191,129.73.68.130,29163,80,UDP,15075,34560,32.61461564590627,33,RST,200
2025-03-18T08:35:40.264549,96.225.61.86,96.85.104.241,29167,80,TCP,80920,25275,91.31531783994795,62,PSH,200
2025-03-18T18:10:23.264549,117.69.1.108,134.201.129.199,30685,80,TCP,64525,810,26.686944737450368,45,FIN,404
2025-03-18T04:07:27.264549,85.12.165.82,74.134.65.69,55928,22,TCP,30679,32556,14.652860001568188,23,FIN,200
2025-03-18T00:40:38.264549,219.82.177.161,12.80.4.129,60275,443,TCP,21353,3604,161.8364395607209,74,ACK,404
2025-03-18T03:27:10.264549,195.163.13.172,47.252.22.223,61030,443,TCP,57272,35287,28.187573002719233,22,FIN,200
2025-03-18T13:31:10.264549,196.17.71.3,95.17.230.53,12777,80,TCP,7776,5074,19.847944772772443,62,ACK,500
2025-03-18T21:17:05.264549,28.155.85.81,210.215.38.230,29190,443,UDP,89380,30999,208.1430446600883,70,FIN,200
2025-03-18T07:21:06.264549,103.58.245.207,58.79.93.26,13345,22,TCP,11946,29214,10.557598253328802,64,RST,200
2025-03-18T05:15:29.264549,144.196.128.154,34.98.54.22,51219,80,TCP,67859,21435,29.24531622845367,82,FIN,200
2025-03-18T12:14:55.264549,41.34.222.227,93.210.23.100,46309,22,TCP,67927,35769,17.671354449764177,22,ACK,200
2025-03-18T01:38:10.264549,128.123.51.218,112.215.77.15,11263,443,TCP,89477,3218,107.95448769520333,86,SYN,200
2025-03-18T15:39:42.264549,134.247.248.218,39.181.155.40,23578,22,ICMP,81259,12787,109.7827442775301,49,PSH,200
2025-03-18T08:09:38.264549,160.96.243.235,133.117.170.185,41819,80,TCP,95879,7281,9.210938035091665,12,ACK,200
2025-03-18T07:01:59.264549,92.176.67.75,199.139.127.162,41547,80,TCP,91609,7194,40.19330615707615,25,SYN,500
2025-03-18T02:20:41.264549,38.172.174.151,76.73.161.150,62551,22,TCP,9830,19331,3.496314222404024,42,PSH,200
2025-03-18T04:57:12.264549,49.208.65.61,60.103.157.200,56320,3389,TCP,57808,49386,34.37535326009965,13,RST,200
2025-03-18T08:19:40.264549,210.106.100.58,140.244.66.212,28370,22,TCP,30779,26787,118.47981832042923,14,FIN,200
2025-03-18T01:13:15.264549,159.226.215.219,205.214.93.247,54264,53,UDP,15680,34549,74.68254190649583,8,FIN,200
2025-03-18T11:27:05.264549,115.233.123.110,65.124.230.66,37464,443,ICMP,40105,40583,1.1814750727481367,90,RST,200
2025-03-18T17:57:48.264549,49.246.191.19,13.215.61.149,60048,80,TCP,19613,6609,41.611523185915296,5,PSH,200
2025-03-18T11:37:03.264549,166.229.103.58,122.104.119.137,28958,443,TCP,8543,32817,75.98356707157339,35,SYN,200
2025-03-18T23:35:50.264549,220.206.123.107,9.246.21.134,40790,22,UDP,51046,2104,42.20129863436465,42,SYN,200
2025-03-18T03:01:07.264549,147.66.182.11,214.226.90.33,2123,53,TCP,41784,28175,11.231884598710199,83,RST,200
2025-03-18T22:54:02.264549,67.254.237.66,205.50.17.99,24291,22,UDP,45131,23020,72.6380644536031,43,SYN,200
2025-03-18T14:56:47.264549,156.245.198.207,121.61.158.51,61233,443,UDP,33963,42858,54.55926540028544,21,SYN,301
2025-03-18T11:00:08.264549,6.219.247.180,3.176.227.20,15710,443,TCP,98655,29838,178.68889926317277,72,ACK,404
2025-03-18T07:26:11.264549,119.174.42.123,158.145.224.167,24618,22,UDP,46754,12774,119.68774359198201,18,PSH,200
2025-03-18T15:19:49.264549,160.20.68.192,84.42.177.230,9363,3389,TCP,55784,38205,92.76877943222198,13,PSH,200
2025-03-18T17:37:26.264549,49.219.182.216,39.58.40.34,35627,80,TCP,4611,6315,30.528343908825793,61,PSH,200
2025-03-18T12:48:52.264549,94.244.135.27,67.225.41.197,22110,3389,TCP,67623,9945,55.93358431525882,23,RST,200
2025-03-18T22:22:38.264549,4.181.255.136,207.151.46.44,40006,53,TCP,45095,30583,38.52456378490866,57,SYN,200
2025-03-18T18:16:47.264549,144.244.166.231,74.17.159.28,5543,53,TCP,3683,28740,121.89358700071737,1,FIN,200
2025-03-18T08:03:49.264549,27.93.202.187,188.181.6.105,14834,53,TCP,2536,9820,32.06484250785577,58,FIN,200
2025-03-18T07:54:07.264549,153.180.37.125,82.11.73.114,40554,3389,TCP,97077,19940,23.819435414746156,84,PSH,200
2025-03-18T23:48:04.264549,74.24.238.28,29.190.114.55,26437,80,TCP,60825,26069,2.6535839972953914,6,PSH,200
2025-03-19T00:10:53.264549,34.14.74.242,191.179.214.167,43601,80,TCP,19179,10356,83.2956127329386,51,RST,200
2025-03-18T15:46:55.264549,209.126.141.119,112.188.143.108,20232,3389,ICMP,78088,25055,44.54243557872212,84,PSH,404
2025-03-18T20:34:08.264549,57.80.14.68,45.245.88.49,42774,443,TCP,90808,9081,91.97906642709431,3,ACK,200
2025-03-18T13:05:01.264549,55.53.17.199,55.29.135.238,42375,443,TCP,70445,4040,80.98427568789315,1,ACK,200
2025-03-18T03:50:41.264549,89.220.104.207,106.131.47.133,61650,22,UDP,47936,23029,7.493290200298756,30,PSH,200
2025-03-18T13:07:20.264549,31.27.254.90,194.50.129.168,42857,80,UDP,93938,5536,6.939322298423753,87,RST,500
2025-03-18T04:27:39.264549,202.123.57.175,172.16.215.180,63839,443,TCP,51056,25378,99.35768609243826,32,ACK,200
2025-03-18T09:57:23.264549,54.159.120.157,169.209.193.170,2949,22,TCP,49760,24999,40.45188504681044,26,RST,200
2025-03-18T21:37:27.264549,79.50.213.177,13.213.35.51,25991,53,UDP,75391,32986,136.84112254884886,19,SYN,200
2025-03-18T03:19:09.264549,61.235.148.41,208.9.176.15,52291,22,ICMP,89930,17863,69.03712386536905,26,FIN,200
2025-03-18T00:52:06.264549,91.170.63.190,102.98.110.49,38148,3389,TCP,95779,27089,39.10648734864454,18,ACK,200
2025-03-18T04:35:59.264549,130.60.87.155,12.251.27.180,29919,22,TCP,78229,28124,24.825292454520554,72,RST,200
2025-03-18T17:19:51.264549,10.107.220.24,169.82.20.163,48575,80,UDP,21527,37927,17.264240455158088,86,SYN,200
2025-03-18T08:10:29.264549,21.62.148.113,159.180.81.114,11659,22,TCP,58304,34159,160.66326899126932,93,PSH,200
2025-03-18T08:13:51.264549,111.16.183.48,219.153.212.221,57124,443,TCP,78231,23387,4.924873079855752,3,SYN,200
2025-03-18T01:48:08.264549,43.248.89.34,59.185.73.103,46693,53,TCP,82418,28337,113.0464273380658,73,RST,200
2025-03-18T17:18:51.264549,138.98.246.19,195.159.126.101,25289,443,TCP,63471,2441,1.2140991946176842,52,RST,200
2025-03-18T14:29:10.264549,97.196.24.186,50.247.59.157,59488,53,TCP,88405,13553,69.87099013769667,61,PSH,200
2025-03-18T04:20:40.264549,172.192.48.209,96.245.157.79,22614,22,TCP,48275,4646,93.25026259989167,80,RST,200
2025-03-18T18:31:43.264549,97.222.156.236,189.192.182.254,20364,3389,UDP,31646,7675,40.54257683466908,6,PSH,200
2025-03-18T03:00:50.264549,146.156.193.13,71.212.182.191,11904,3389,UDP,45322,31083,74.84097094057189,86,PSH,200
2025-03-18T04:43:00.264549,35.193.238.12,56.211.26.23,64507,80,TCP,18377,24502,44.92361139616103,25,PSH,200
2025-03-18T03:24:48.264549,159.46.129.35,30.242.138.219,36557,3389,UDP,94052,1818,62.853568378927775,45,ACK,200
2025-03-18T11:39:33.264549,170.157.53.34,79.196.158.233,14754,53,UDP,70691,6251,36.61845848184003,70,SYN,200
2025-03-18T23:45:16.264549,23.6.14.111,189.153.141.187,46770,53,TCP,83484,22842,42.349461755700965,70,PSH,200
2025-03-18T04:20:26.264549,211.63.215.200,14.138.27.213,22944,80,UDP,26311,31683,15.381119516244938,65,ACK,200
2025-03-18T00:59:22.264549,75.185.63.197,192.77.194.141,17771,80,TCP,97234,36400,62.473267797116094,6,SYN,200
2025-03-18T05:21:45.264549,69.129.70.44,133.41.57.97,54771,3389,TCP,2096,14996,75.20671776147584,89,PSH,200
2025-03-18T13:02:43.264549,55.73.148.228,220.49.255.45,18285,443,UDP,38145,45057,310.7185998769947,59,SYN,200
2025-03-18T08:47:03.264549,60.135.242.98,166.187.51.108,62765,22,UDP,76257,24254,18.35441153112859,87,ACK,200
2025-03-18T22:00:31.264549,116.47.85.90,159.75.11.47,36384,80,UDP,72418,23863,139.266148961057,68,SYN,200
2025-03-18T01:26:44.264549,106.50.161.62,73.15.151.155,43462,80,TCP,66916,1640,34.06485021919032,6,PSH,200
2025-03-18T11:49:42.264549,42.246.206.80,10.255.183.107,3427,80,TCP,65460,28209,76.99850775618219,55,SYN,200
2025-03-18T17:27:35.264549,92.209.77.78,198.12.84.14,51939,53,TCP,75049,965,21.331129847725087,47,PSH,200
2025-03-18T01:20:57.264549,195.43.238.222,79.183.14.240,1333,53,TCP,88349,15882,21.534913198423894,45,ACK,200
2025-03-18T04:46:13.264549,5.101.94.171,100.18.57.215,6850,80,TCP,81190,35757,61.430214432284835,11,SYN,200
2025-03-18T06:49:28.264549,135.137.226.121,45.77.206.221,64115,53,UDP,77742,19185,6.807252090431083,26,PSH,200
2025-03-18T23:16:26.264549,15.239.82.68,125.82.34.12,61003,53,TCP,73260,7627,34.68544154505358,96,ACK,200
2025-03-18T01:42:20.264549,167.235.60.50,106.171.206.107,36009,53,TCP,1372,29531,3.3467151347254838,42,FIN,200
2025-03-18T10:13:14.264549,40.47.195.172,107.109.64.151,38431,22,TCP,42659,11562,85.8539484117565,68,SYN,200
2025-03-18T06:10:18.264549,75.150.77.71,84.76.110.120,35574,53,TCP,18889,12853,22.51912759084702,63,ACK,200
2025-03-18T01:01:01.264549,75.214.180.44,145.99.32.49,34965,53,UDP,47497,8167,29.043023235119616,91,SYN,200
2025-03-18T13:59:37.264549,148.227.252.78,208.142.127.186,63295,3389,TCP,19943,26014,102.06427863729765,11,ACK,200
2025-03-18T07:03:14.264549,25.216.122.181,103.55.192.188,44357,22,TCP,3296,41150,247.105388740031,67,PSH,200
2025-03-18T23:32:06.264549,182.238.149.112,44.29.30.186,23249,53,UDP,26473,44852,66.7479537809538,87,SYN,200
2025-03-18T15:55:37.264549,180.142.168.180,113.204.220.245,22233,3389,UDP,26626,26351,147.8317730772881,4,PSH,200
2025-03-18T16:17:11.264549,36.28.108.127,177.186.135.46,35607,80,TCP,19192,20706,106.4238930684819,33,PSH,200
2025-03-18T18:20:09.264549,148.94.204.174,218.179.192.113,24762,443,UDP,11925,23171,81.84025210056774,90,ACK,200
2025-03-18T14:13:07.264549,91.252.223.89,146.175.51.195,22013,22,TCP,64536,35154,9.456373298053265,83,SYN,301
2025-03-18T21:49:16.264549,16.188.50.97,162.230.120.188,41915,3389,TCP,90160,13990,21.08869558768165,46,ACK,200
2025-03-18T04:35:17.264549,211.186.147.9,134.254.176.34,50540,3389,UDP,93040,46524,19.056122658838184,74,PSH,200
2025-03-18T20:31:36.264549,90.201.224.151,171.216.193.173,23036,22,TCP,7776,9337,68.32193572032072,52,RST,200
2025-03-18T11:50:07.264549,63.171.66.64,163.117.57.84,5322,443,TCP,66523,17913,25.29332246145809,59,FIN,200
2025-03-18T13:25:35.264549,216.71.179.214,38.143.156.76,54753,53,TCP,69102,1670,23.628660088014655,71,RST,200
2025-03-18T17:14:29.264549,147.225.123.173,205.73.105.43,35603,443,TCP,1977,3719,47.87708466101874,47,FIN,200
2025-03-18T13:13:46.264549,6.97.21.40,180.172.34.68,32086,80,TCP,1027,443,32.21771552078076,12,RST,200
2025-03-18T12:41:13.264549,106.252.251.92,172.239.40.122,9743,3389,TCP,14016,5560,33.336520857904276,12,ACK,200
2025-03-18T13:44:11.264549,218.151.159.24,191.110.248.198,21006,22,UDP,12231,27523,28.4799043158589,53,FIN,301
2025-03-18T14:52:45.264549,190.173.240.46,178.174.107.179,12513,53,UDP,67164,45345,219.57328832120666,26,RST,200
2025-03-18T15:57:41.264549,25.78.141.95,212.169.28.30,8910,443,TCP,54905,41818,228.8404025319587,70,ACK,200
2025-03-18T11:07:21.264549,91.11.67.41,182.102.207.83,36263,3389,TCP,49536,26930,81.58474967396383,9,ACK,200
2025-03-19T00:03:15.264549,187.46.218.164,98.89.226.215,13815,3389,UDP,82323,5507,41.64950298805746,79,SYN,200
2025-03-18T10:17:15.264549,220.188.95.133,2.95.162.32,57236,53,TCP,84684,15596,27.146397877660178,54,FIN,200
2025-03-18T02:27:22.264549,24.56.159.103,151.246.8.97,36774,443,UDP,46304,19386,49.50544718069029,94,FIN,200
2025-03-18T07:42:12.264549,205.102.104.80,57.85.95.15,5066,53,UDP,42864,44882,24.21559866533665,15,PSH,200
2025-03-18T21:16:52.264549,152.139.235.189,61.158.196.119,11164,443,TCP,69187,4086,15.829119439639367,33,ACK,200
2025-03-18T09:18:18.264549,45.216.83.96,186.35.178.71,2297,22,TCP,24410,32423,23.27820513583224,16,FIN,200
2025-03-18T06:34:48.264549,40.120.223.117,37.116.50.246,51210,443,TCP,59322,45101,182.97330470962578,71,RST,200
2025-03-18T04:24:56.264549,37.49.177.87,140.141.55.160,39840,443,TCP,85591,32395,36.5349653089339,34,FIN,200
2025-03-18T15:21:16.264549,132.164.189.8,160.20.66.109,47733,22,TCP,83735,7423,123.5969893351677,10,FIN,200
2025-03-18T09:04:48.264549,25.136.33.222,158.190.28.212,40025,443,TCP,34887,19086,288.55628130569505,98,PSH,200
2025-03-18T10:00:59.264549,168.163.172.138,48.210.207.112,45034,80,TCP,76095,48055,29.17559375214873,57,SYN,200
2025-03-18T19:17:08.264549,73.39.247.154,16.131.255.79,13625,53,UDP,39869,24454,59.36180561621999,15,SYN,200
2025-03-18T05:35:13.264549,10.52.87.170,109.162.245.78,2829,3389,TCP,20706,35249,35.31769166895699,86,ACK,200
2025-03-18T08:34:13.264549,137.165.125.229,188.87.22.107,14144,53,TCP,61430,12515,0.4282020529916575,60,RST,200
2025-03-18T17:03:36.264549,31.206.126.69,161.124.108.231,12218,3389,UDP,55492,32349,114.78681821870002,8,RST,200
2025-03-18T10:47:33.264549,80.199.55.99,191.55.9.148,58505,3389,TCP,68439,25065,42.560707944890844,27,SYN,200
2025-03-18T07:12:46.264549,161.119.61.34,24.70.93.138,41974,80,TCP,53941,35397,25.638923709001727,92,RST,200
2025-03-18T10:18:44.264549,73.104.92.218,25.190.97.185,18097,22,TCP,76744,39054,132.72805724556125,11,RST,200
2025-03-18T19:35:19.264549,34.69.2.28,87.170.27.26,31205,3389,TCP,90882,42630,2.9615719359349972,79,SYN,200
2025-03-18T07:28:37.264549,10.113.56.13,87.68.226.110,6637,3389,TCP,83886,4510,46.93524615929275,83,ACK,500
2025-03-18T02:09:27.264549,86.4.48.201,175.231.122.208,61685,53,TCP,47035,14336,41.16051537335629,2,PSH,200
2025-03-18T16:27:27.264549,109.31.46.205,47.30.102.9,64394,53,UDP,58859,34681,4.729506678137428,41,PSH,200
2025-03-18T18:11:14.264549,98.57.141.120,149.154.226.81,32279,53,TCP,88207,49931,72.81681871769933,58,FIN,200
2025-03-18T05:14:20.264549,3.235.209.206,106.37.93.214,8443,3389,TCP,68420,1298,55.4714421137702,47,RST,301
2025-03-18T08:58:56.264549,198.33.165.3,209.163.64.175,47316,53,TCP,38551,13077,6.414600768761391,37,SYN,200
2025-03-18T13:40:24.264549,56.245.44.28,220.99.67.58,51541,3389,UDP,24637,20096,163.1039370489646,79,RST,200
